# ACTS Test Suite Generation: Thu Jul 22 14:51:25 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 94
# Number of configurations: 5551
age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
9,5,61,2,5,11,0,4,0,41,17,9,23
3,3,63,3,6,2,2,1,1,99,18,9,24
3,4,68,2,6,4,2,3,0,0,19,9,25
7,2,72,13,1,6,4,0,1,1,20,9,26
8,5,74,1,1,1,4,0,0,2,21,9,27
5,6,0,7,1,7,3,4,0,3,22,10,28
1,100,1,5,2,8,4,0,1,4,23,10,29
8,5,2,0,4,2,0,1,1,5,24,10,30
2,0,3,1,6,6,1,3,0,6,25,10,31
4,1,4,12,0,10,2,2,0,7,26,10,32
6,2,5,8,3,12,5,3,0,8,27,10,33
7,3,6,9,6,13,1,2,1,9,28,10,34
3,4,7,11,5,100,5,3,0,10,30,10,35
4,7,8,14,6,4,1,3,1,11,36,10,36
6,0,9,15,5,5,2,3,1,13,37,10,37
9,100,10,4,0,3,3,1,0,14,39,10,38
3,4,11,5,6,100,5,3,1,15,43,10,39
2,6,12,13,3,1,4,1,1,18,0,10,40
9,7,13,6,4,11,0,1,1,20,1,10,100
9,6,14,3,6,9,3,2,0,22,2,10,0
7,100,15,4,2,12,5,3,0,25,3,10,1
5,2,16,7,2,13,3,2,1,27,4,10,2
4,0,17,10,4,0,4,2,0,34,6,10,3
1,0,18,2,6,9,4,1,0,41,8,10,4
1,2,19,12,6,10,0,2,1,99,9,10,5
8,3,20,12,2,7,2,1,0,0,10,10,6
7,6,21,14,5,8,3,4,0,1,11,10,7
1,2,22,14,4,0,0,4,0,2,12,10,8
2,5,23,5,0,8,1,4,1,3,13,10,9
2,5,24,0,0,11,1,4,0,4,14,10,10
2,6,25,11,1,6,1,1,0,5,15,10,11
2,1,26,15,3,2,3,0,0,6,16,10,12
6,2,27,3,5,1,4,1,1,7,17,10,13
5,3,28,8,0,3,3,2,1,8,18,10,14
2,6,29,0,2,9,1,0,0,9,19,10,15
3,1,30,3,1,5,2,4,0,10,20,10,16
3,0,31,1,4,7,3,0,1,11,21,10,17
4,0,32,15,5,12,5,1,0,13,22,10,18
6,100,33,13,1,11,4,0,0,14,23,10,19
3,2,34,5,1,100,1,3,0,15,24,10,20
2,100,35,6,2,1,0,4,1,18,25,10,21
5,2,36,4,2,11,4,0,1,20,26,10,22
7,5,37,8,2,13,1,2,1,22,27,10,23
2,5,38,1,1,4,1,3,1,25,28,10,24
7,3,39,0,4,100,1,2,1,27,30,10,25
4,6,40,2,3,7,0,3,0,34,36,10,26
9,2,42,7,3,6,4,4,0,41,37,10,27
7,1,43,8,5,5,2,2,0,99,39,10,28
9,0,44,9,3,5,0,3,0,0,43,10,29
4,100,45,12,6,0,4,4,0,1,0,10,30
3,0,46,11,1,10,2,2,0,2,1,10,31
1,7,47,10,3,5,4,1,1,3,2,10,32
6,100,48,13,5,13,3,3,1,4,3,10,33
9,2,49,6,0,3,1,2,1,5,4,10,34
8,3,51,7,4,10,0,2,1,6,6,10,35
1,5,54,11,5,6,1,4,1,7,8,10,36
3,3,56,2,6,12,1,2,0,8,9,10,37
8,100,58,10,4,4,2,2,0,9,10,10,38
8,0,59,13,6,6,3,4,0,10,11,10,39
7,4,61,1,6,10,2,1,1,11,12,10,40
9,4,63,5,3,5,2,1,1,13,13,10,100
6,5,68,14,5,2,4,2,0,14,14,10,0
1,1,72,15,0,9,3,3,1,15,15,10,1
8,0,74,2,6,6,2,4,0,18,16,10,2
6,7,0,10,1,8,3,4,0,20,17,11,3
5,6,1,12,2,9,4,0,1,22,18,11,4
8,100,2,6,4,12,0,1,1,25,19,11,5
4,1,3,3,0,100,1,3,0,27,20,11,6
2,0,4,11,3,3,2,2,0,34,21,11,7
3,3,5,15,6,2,5,4,1,41,22,11,8
7,4,6,8,5,10,3,4,1,99,23,11,9
4,5,7,4,2,13,3,1,1,0,24,11,10
1,2,8,5,4,0,1,0,0,1,25,11,11
9,100,9,0,0,1,5,1,0,2,26,11,12
8,1,10,9,6,7,4,3,1,3,27,11,13
1,7,11,2,6,4,1,4,0,4,28,11,14
8,0,12,6,4,11,5,0,0,5,30,11,15
4,4,13,1,4,8,1,4,0,6,36,11,16
3,1,14,4,0,5,5,3,1,7,37,11,17
1,4,15,9,6,7,0,2,1,8,39,11,18
3,100,16,14,0,7,0,1,1,9,43,11,19
3,4,17,7,2,12,5,0,1,10,0,11,20
7,3,18,13,3,6,2,1,1,11,1,11,21
5,5,19,7,1,8,1,1,0,13,2,11,22
7,6,20,13,1,13,4,4,0,14,3,11,23
7,3,21,4,2,6,0,2,0,15,4,11,24
3,5,22,5,2,1,4,0,1,18,6,11,25
5,100,23,0,3,3,3,2,1,20,8,11,26
4,1,24,3,4,0,0,4,0,22,9,11,27
4,7,25,14,2,2,5,0,0,25,10,11,28
2,7,26,6,5,3,4,2,0,27,11,11,29
8,6,27,15,2,9,2,2,0,34,12,11,30
7,6,28,7,2,4,0,1,1,41,13,11,31
2,7,29,1,4,100,2,0,1,99,14,11,32
8,2,30,0,2,0,4,4,0,0,15,11,33
2,100,31,10,3,100,5,1,1,1,16,11,34
5,5,32,3,3,2,1,4,1,2,17,11,35
9,5,33,12,2,9,5,4,1,3,18,11,36
5,100,34,5,2,2,4,2,1,4,19,11,37
5,6,35,2,0,4,5,1,0,5,20,11,38
6,100,36,13,2,3,0,2,1,6,21,11,39
6,1,37,4,3,4,2,2,1,7,22,11,40
2,4,38,8,0,12,4,1,0,8,23,11,100
1,1,39,7,4,3,2,2,0,9,24,11,0
2,7,40,9,2,11,4,2,1,10,25,11,1
4,2,42,14,0,8,2,2,1,11,26,11,2
2,5,43,1,1,4,3,3,0,13,27,11,3
6,1,44,11,0,2,1,1,1,14,28,11,4
1,4,45,2,0,6,0,0,0,15,30,11,5
1,3,46,3,3,13,1,2,0,18,36,11,6
7,3,47,15,6,0,4,0,0,20,37,11,7
4,6,48,2,3,1,5,0,0,22,39,11,8
6,3,49,7,6,13,5,2,0,25,43,11,9
7,2,51,8,4,0,3,4,1,27,0,11,10
6,6,54,7,3,1,0,0,0,34,1,11,11
1,0,56,8,2,3,3,4,0,41,2,11,12
8,4,58,7,5,8,1,4,0,99,3,11,13
5,5,59,15,2,11,2,4,1,0,4,11,14
2,1,61,11,6,1,0,3,0,1,6,11,15
9,100,63,10,3,12,5,1,1,2,8,11,16
6,2,68,11,1,10,4,2,1,3,9,11,17
9,2,72,12,4,100,0,1,0,4,10,11,18
1,6,74,9,4,9,4,2,0,5,11,11,19
5,3,0,2,1,3,3,4,0,6,12,12,20
7,4,1,3,2,10,4,0,1,7,13,12,21
8,7,2,4,4,9,0,1,1,8,14,12,22
3,1,3,10,0,11,1,3,0,9,15,12,23
4,100,4,9,3,12,2,2,1,10,16,12,24
6,2,5,12,6,7,5,3,0,11,17,12,25
9,5,6,1,5,4,0,2,1,13,18,12,26
1,6,7,0,5,5,4,1,0,14,19,12,27
2,0,8,10,6,13,2,1,1,15,20,12,28
4,7,9,13,0,8,5,3,0,18,21,12,29
6,0,10,5,5,100,5,4,0,20,22,12,30
7,5,11,6,5,0,2,3,0,22,23,12,31
6,4,12,15,0,2,0,3,0,25,24,12,32
9,7,13,8,3,7,3,0,0,27,25,12,33
1,7,14,11,0,10,3,1,0,34,26,12,34
9,1,15,14,5,0,5,0,0,41,27,12,35
8,5,16,0,2,5,3,2,0,99,28,12,36
3,2,17,12,2,6,0,4,1,0,30,12,37
5,3,18,7,2,11,3,3,1,1,36,12,38
9,0,19,14,1,13,0,0,1,2,37,12,39
9,5,20,6,0,6,3,1,0,3,39,12,40
1,100,21,1,2,1,4,1,0,4,43,12,100
8,7,22,3,6,4,3,1,0,5,0,12,0
8,3,23,4,6,5,5,4,0,6,2,12,1
8,7,24,10,4,7,1,2,0,7,3,12,2
2,5,25,13,4,5,4,2,1,8,4,12,3
8,3,26,5,4,7,5,0,1,9,6,12,4
9,0,27,9,6,100,0,4,0,10,8,12,5
7,2,28,5,6,9,3,0,1,11,9,12,6
3,1,29,8,1,12,4,1,0,13,10,12,7
5,100,30,4,2,10,2,2,0,14,11,12,8
7,1,31,6,1,8,5,2,1,15,12,12,9
9,7,32,13,5,3,1,0,1,18,13,12,10
3,6,33,14,5,10,0,2,0,20,14,12,11
1,5,34,11,2,0,5,3,0,22,1,12,12
3,0,35,12,6,2,4,1,1,25,16,12,13
3,7,36,0,5,2,1,1,1,27,17,12,14
9,3,37,2,3,8,2,1,0,34,18,12,15
5,4,38,3,6,11,5,0,1,41,19,12,16
9,100,39,2,5,1,0,1,0,99,20,12,17
7,2,40,3,0,9,0,1,0,0,21,12,18
5,2,42,9,5,100,0,3,0,1,22,12,19
1,1,43,14,4,12,5,3,0,2,23,12,20
3,1,44,15,3,100,3,3,0,3,24,12,21
3,1,45,15,4,5,4,4,1,4,25,12,22
2,7,46,14,1,8,2,4,1,5,26,12,23
3,6,47,12,0,13,5,0,0,6,27,12,24
1,100,48,4,6,11,4,1,1,7,28,12,25
9,3,49,1,3,8,5,1,0,8,30,12,26
5,7,51,4,1,100,4,0,1,9,36,12,27
5,0,54,8,1,10,4,1,0,10,37,12,28
1,4,56,15,0,1,4,1,1,11,39,12,29
4,6,58,0,4,5,2,0,1,13,43,12,30
3,5,59,11,5,7,4,1,1,14,0,12,31
3,5,61,6,1,0,1,1,0,6,1,12,32
7,1,63,9,3,4,1,1,0,7,2,12,33
3,4,68,1,2,12,2,4,0,18,15,12,34
4,6,72,5,4,12,2,1,0,20,16,12,35
3,4,74,8,0,11,1,3,1,22,17,12,36
5,3,0,9,1,9,3,4,0,25,18,13,37
7,4,1,13,2,100,4,0,1,27,19,13,38
8,7,2,3,4,7,0,1,1,34,20,13,39
3,1,3,6,0,13,1,3,0,41,21,13,40
4,6,4,0,3,1,2,2,1,99,22,13,100
6,100,5,5,6,6,5,2,1,0,23,13,0
9,2,6,15,5,12,0,0,0,2,24,13,1
1,5,7,10,6,4,1,2,1,15,25,13,2
2,0,8,12,1,3,5,0,0,18,26,13,3
1,0,9,1,5,2,1,0,1,20,27,13,4
2,4,10,14,5,13,0,4,1,22,28,13,5
3,0,11,11,6,5,3,3,0,3,30,13,6
5,100,12,4,0,10,1,4,1,4,36,13,7
2,4,13,1,6,4,5,3,0,5,37,13,8
8,1,14,8,5,11,1,0,0,10,39,13,9
9,5,15,2,4,0,2,0,1,11,43,13,10
9,2,16,10,5,8,0,1,0,13,0,13,11
5,3,17,9,4,10,5,4,0,14,9,13,12
5,6,18,4,3,3,4,0,1,6,10,13,13
4,0,19,5,4,6,4,1,0,7,11,13,14
8,2,20,7,5,8,4,3,1,8,12,13,15
5,6,21,7,1,13,1,3,1,9,13,13,16
1,5,22,10,1,6,2,2,0,15,14,13,17
1,1,23,11,2,7,4,2,1,25,15,13,18
1,6,24,4,6,9,3,3,1,34,4,13,19
4,0,25,6,0,7,2,0,1,1,6,13,20
4,6,26,12,6,0,5,1,0,99,8,13,21
8,4,27,13,6,4,3,2,0,18,1,13,22
4,7,28,0,1,1,2,1,1,20,2,13,23
2,4,29,5,3,5,1,2,0,22,3,13,24
1,6,30,13,2,9,1,3,1,27,16,13,25
4,1,31,3,2,10,1,1,0,0,17,13,26
9,2,32,8,5,11,0,3,0,41,18,13,27
6,100,33,0,5,13,1,2,1,99,19,13,28
5,2,34,6,3,11,0,4,1,0,20,13,29
9,6,35,11,0,8,1,2,0,1,21,13,30
7,5,36,12,3,12,1,0,0,2,22,13,31
6,5,37,13,1,3,0,0,1,3,23,13,32
7,1,38,1,3,2,3,1,1,4,24,13,33
7,4,39,3,1,6,0,1,0,5,25,13,34
2,1,40,15,5,100,5,1,1,9,26,13,35
9,100,42,5,5,1,3,0,1,10,27,13,36
5,2,43,6,0,3,5,3,1,11,28,13,37
1,4,44,14,4,9,2,4,1,13,30,13,38
5,5,45,9,0,10,4,3,0,14,36,13,39
9,5,46,10,2,9,5,0,0,15,37,13,40
8,7,47,2,5,2,3,3,0,27,39,13,100
6,5,48,6,2,7,2,0,0,34,43,13,0
9,7,49,0,1,13,4,0,0,41,0,13,1
8,0,51,1,4,5,0,4,0,25,9,13,2
7,0,54,2,1,6,2,3,0,27,10,13,3
3,6,56,3,6,100,4,2,1,34,11,13,4
1,6,58,1,0,2,0,1,0,41,12,13,5
6,5,59,8,5,4,5,2,1,99,13,13,6
5,0,61,9,5,6,1,4,0,0,14,13,7
6,100,63,11,3,12,5,1,0,1,15,13,8
4,5,68,3,5,13,5,0,0,2,4,13,9
3,1,72,7,3,5,0,1,0,3,6,13,10
3,0,74,14,5,7,0,0,0,8,8,13,11
5,3,0,0,1,0,3,4,0,9,11,14,12
7,4,1,10,2,12,4,0,1,10,12,14,13
8,7,2,12,4,100,0,1,1,11,13,14,14
3,1,3,15,0,1,1,3,1,13,14,14,15
4,6,4,13,3,11,2,2,1,14,3,14,16
6,100,5,14,6,8,5,0,0,25,4,14,17
9,2,6,2,5,9,0,0,0,18,6,14,18
1,5,7,7,3,6,1,2,1,20,8,14,19
2,0,8,8,3,13,1,2,1,22,9,14,20
2,5,9,4,4,7,2,2,1,15,10,14,21
7,1,10,6,0,2,0,1,0,6,17,14,22
5,100,11,3,5,3,1,0,0,7,18,14,23
2,100,12,5,1,10,0,2,0,8,19,14,24
9,2,13,9,3,1,4,0,0,99,20,14,25
2,1,14,1,1,13,1,4,0,27,21,14,26
9,0,15,10,3,4,2,4,0,34,22,14,27
6,1,16,11,4,5,0,1,1,41,23,14,28
3,5,17,13,3,11,3,4,1,3,24,14,29
6,4,18,14,4,12,0,3,0,4,25,14,30
9,2,19,2,6,2,0,2,1,5,26,14,31
5,5,20,15,3,11,4,4,1,2,27,14,32
4,3,21,12,0,4,4,1,0,0,28,14,33
3,3,22,8,6,100,4,1,0,1,30,14,34
7,3,23,9,3,6,3,2,0,5,36,14,35
6,4,24,11,1,1,0,3,1,6,37,14,36
8,6,25,0,2,3,3,2,1,7,39,14,37
5,2,26,7,6,4,4,2,1,8,43,14,38
1,2,27,11,6,5,3,1,0,9,0,14,39
8,0,28,12,5,0,0,3,1,10,1,14,40
5,5,29,10,3,8,3,3,0,11,2,14,100
2,0,30,5,3,11,0,3,1,13,3,14,0
9,3,31,15,5,0,0,4,0,14,15,14,1
2,1,32,0,4,8,4,3,1,5,16,14,2
3,6,33,4,1,9,2,3,1,9,20,14,3
3,2,34,8,3,12,3,0,0,10,21,14,4
4,4,35,15,5,10,1,1,1,11,22,14,5
6,3,36,5,5,100,1,2,0,25,23,14,6
1,0,37,1,0,6,2,3,0,27,24,14,7
6,1,38,13,0,1,3,3,1,34,25,14,8
9,6,39,4,1,2,0,1,0,41,26,14,9
8,6,40,1,3,4,3,2,0,99,27,14,10
7,6,42,12,2,0,5,2,0,4,28,14,11
7,100,43,13,2,1,1,1,0,25,30,14,12
9,2,44,7,6,10,2,3,1,2,36,14,13
9,2,45,10,1,3,1,2,0,3,37,14,14
1,6,46,3,5,5,3,4,0,4,39,14,15
9,3,47,9,4,8,1,3,0,5,43,14,16
5,2,48,12,1,9,0,2,0,6,0,14,17
8,1,49,13,0,10,1,4,0,7,1,14,18
5,1,51,2,3,3,1,0,1,8,2,14,19
8,100,54,14,0,13,4,0,0,14,3,14,20
2,6,56,6,5,9,0,2,0,10,4,14,21
5,4,58,14,3,12,4,3,0,11,6,14,22
5,7,59,3,6,100,3,3,1,13,8,14,23
2,7,61,4,3,7,1,1,1,14,9,14,24
3,5,63,7,1,7,0,1,0,15,10,14,25
5,2,68,8,5,3,0,4,0,18,11,14,26
7,2,72,9,5,10,1,3,1,1,12,14,27
4,5,74,11,5,2,3,4,1,2,13,14,28
5,3,0,11,1,4,3,4,0,99,14,15,29
7,4,1,13,2,6,4,0,1,0,15,15,30
8,7,2,2,4,0,0,1,0,1,16,15,31
3,1,3,12,0,8,1,3,1,15,17,15,32
4,6,4,6,3,13,2,2,1,18,18,15,33
6,100,5,10,6,100,5,3,1,20,19,15,34
9,2,6,3,5,1,4,1,0,22,20,15,35
1,5,7,9,4,12,1,0,0,25,21,15,36
2,0,8,1,0,5,2,0,1,27,22,15,37
5,1,9,6,5,7,3,1,0,34,23,15,38
6,5,10,15,1,9,1,3,1,41,24,15,39
3,7,11,4,6,2,3,2,1,6,25,15,40
3,1,12,7,3,0,0,0,0,7,26,15,100
3,1,13,0,4,10,2,2,1,8,27,15,0
6,3,14,5,0,11,4,4,1,9,28,15,1
7,0,15,8,4,100,0,2,1,3,30,15,2
9,4,16,14,5,3,4,3,1,4,36,15,3
3,6,17,5,4,4,3,3,1,13,37,15,4
1,1,18,10,1,5,3,2,1,14,39,15,5
5,100,19,11,2,11,5,0,1,15,43,15,6
3,100,20,3,0,0,0,4,1,18,0,15,7
5,2,21,2,6,12,1,0,1,20,1,15,8
5,2,22,9,2,2,2,1,0,22,2,15,9
4,7,23,10,4,12,0,4,1,2,3,15,10
6,3,24,15,0,13,0,0,0,0,10,15,11
3,2,25,2,2,8,2,3,0,5,11,15,12
6,4,26,1,6,13,1,3,1,11,4,15,13
1,4,27,6,1,7,4,3,0,27,6,15,14
6,6,28,15,5,2,0,2,0,34,8,15,15
3,7,29,3,6,4,2,1,1,41,9,15,16
6,4,30,0,4,6,2,3,1,10,12,15,17
2,2,31,4,0,9,1,1,0,20,13,15,18
6,100,32,5,1,100,1,2,1,22,14,15,19
7,1,33,8,2,1,1,0,0,41,15,15,20
8,100,34,14,2,5,5,4,0,6,16,15,21
7,4,35,0,6,9,2,0,0,7,19,15,22
3,1,36,8,1,10,4,1,1,8,20,15,23
9,7,37,15,6,12,0,3,0,9,17,15,24
9,1,38,2,3,6,2,3,1,3,18,15,25
7,5,39,8,2,13,0,0,1,4,19,15,26
2,3,40,12,5,1,0,2,0,13,24,15,27
5,2,42,13,4,2,3,1,0,22,25,15,28
7,7,43,0,3,8,1,0,0,15,26,15,29
9,100,44,1,2,11,3,4,0,18,27,15,30
5,5,45,0,3,7,1,3,0,20,28,15,31
4,6,46,6,3,1,5,0,0,22,30,15,32
9,2,47,7,2,6,0,4,0,25,36,15,33
1,1,48,14,0,0,5,3,1,0,37,15,34
7,6,49,4,1,9,5,0,1,1,39,15,35
4,3,51,5,4,11,3,3,1,99,43,15,36
9,100,54,15,5,0,4,4,0,0,0,15,37
5,5,56,13,5,10,4,3,0,4,1,15,38
3,6,58,2,3,13,3,0,0,5,2,15,39
1,100,59,10,4,5,4,4,1,25,3,15,40
1,7,61,12,2,3,1,2,1,3,4,15,100
9,100,63,13,6,10,0,0,1,4,6,15,0
6,4,68,4,1,7,1,4,1,5,8,15,1
4,2,72,10,4,8,1,4,1,6,11,15,2
9,1,74,7,3,13,2,1,0,7,12,15,3
5,3,0,8,1,8,3,4,0,8,13,16,4
7,4,1,9,2,100,4,0,1,9,14,16,5
8,7,2,14,4,5,0,1,0,10,15,16,6
3,1,3,11,0,3,1,3,1,11,16,16,7
4,6,4,2,3,4,2,2,0,13,17,16,8
6,100,5,7,6,9,5,3,0,14,18,16,9
9,2,6,6,5,11,4,3,1,15,19,16,10
1,5,7,3,2,1,2,4,0,18,20,16,11
2,0,8,4,2,12,3,0,0,20,21,16,12
5,1,9,5,6,6,0,1,0,22,22,16,13
9,4,10,12,0,7,1,1,0,99,23,16,14
1,3,11,13,2,0,2,0,1,27,10,16,15
5,2,12,1,3,2,1,0,1,34,11,16,16
9,5,13,10,5,100,0,4,0,2,24,16,17
5,3,14,0,6,5,5,0,1,3,25,16,18
6,2,15,6,4,10,4,3,0,0,26,16,19
9,6,16,9,3,12,1,1,0,5,27,16,20
5,100,17,14,1,13,5,2,0,6,28,16,21
9,1,18,15,4,13,5,0,1,7,9,16,22
9,5,19,8,4,3,1,4,1,1,36,16,23
7,7,20,11,1,100,3,0,0,25,37,16,24
3,2,21,10,1,5,5,4,0,41,39,16,25
7,5,22,1,2,6,4,2,0,11,43,16,26
3,7,23,2,5,7,4,4,1,8,0,16,27
3,0,24,13,3,6,1,2,1,9,1,16,28
3,1,25,9,1,6,0,2,0,10,2,16,29
9,3,26,10,1,5,2,4,0,8,3,16,30
4,4,27,7,4,13,0,1,0,13,4,16,31
5,2,28,9,1,2,3,2,1,14,6,16,32
9,7,29,9,3,1,3,1,1,15,8,16,33
7,5,30,11,6,4,1,1,1,4,9,16,34
9,0,31,12,4,3,4,1,1,34,10,16,35
9,1,32,7,2,13,0,3,0,15,30,16,36
1,6,33,1,3,0,1,3,0,18,12,16,37
7,0,34,3,4,9,0,0,1,20,13,16,38
9,0,35,7,3,3,5,0,1,22,14,16,39
7,100,36,8,5,100,5,2,0,99,15,16,40
1,1,37,5,2,8,1,3,0,0,16,16,100
8,7,38,6,3,5,1,2,1,1,17,16,0
9,7,39,15,6,11,0,2,1,2,18,16,1
6,100,40,4,4,2,3,0,0,27,19,16,2
6,5,42,15,3,4,2,3,0,0,39,16,3
7,3,43,3,2,4,2,4,0,1,43,16,4
5,3,44,12,5,4,5,4,0,6,0,16,5
3,4,45,8,1,7,4,2,0,7,21,16,6
7,1,46,13,4,100,2,4,1,8,22,16,7
6,100,47,14,3,12,4,1,0,9,23,16,8
1,5,48,3,1,12,1,2,1,14,24,16,9
1,2,49,9,5,2,5,4,1,25,25,16,10
6,100,51,12,1,6,4,3,0,27,26,16,11
5,2,54,3,2,2,1,1,1,34,27,16,12
8,5,56,4,0,6,0,3,1,15,28,16,13
6,6,58,1,6,12,1,3,1,18,30,16,14
8,6,59,6,4,8,5,0,1,20,36,16,15
3,100,61,5,0,9,2,0,1,22,37,16,16
1,4,63,2,4,11,2,0,0,41,22,16,17
2,3,68,12,2,12,0,1,0,99,23,16,18
2,2,72,14,6,7,2,3,1,10,24,16,19
8,0,74,0,4,5,4,1,0,11,1,16,20
5,3,0,11,1,10,3,4,0,2,2,17,21
7,4,1,8,2,1,4,0,1,3,3,17,22
8,7,2,13,4,4,0,1,0,4,4,17,23
3,1,3,0,0,7,1,3,1,5,6,17,24
4,6,4,14,3,8,2,2,1,6,8,17,25
6,100,5,5,6,0,5,0,1,7,9,17,26
9,2,6,6,5,100,0,0,0,11,10,17,27
1,5,7,7,0,3,4,3,1,13,11,17,28
2,0,8,3,5,11,5,4,0,14,12,17,29
3,5,9,4,6,9,3,0,0,25,13,17,30
5,7,10,10,3,5,2,1,0,9,14,17,31
6,7,11,15,3,6,2,4,0,10,15,17,32
8,7,12,9,4,7,0,4,1,41,16,17,33
3,3,13,2,1,12,1,2,1,1,17,17,34
8,5,14,1,4,2,0,1,0,20,18,17,35
5,3,15,12,1,13,4,2,0,22,19,17,36
2,5,16,5,0,9,4,4,1,99,20,17,37
7,3,17,6,5,5,5,3,1,18,21,17,38
3,5,18,5,3,12,1,3,0,34,22,17,39
7,3,19,10,5,1,4,3,1,8,23,17,40
4,6,20,0,0,3,1,3,0,27,28,17,100
9,4,21,0,4,2,3,4,0,3,30,17,0
2,2,22,2,1,10,4,0,1,10,36,17,1
3,4,23,14,4,8,0,4,0,11,37,17,2
5,3,24,13,5,6,1,1,1,13,39,17,3
6,1,25,12,6,12,5,1,1,14,43,17,4
3,100,26,15,3,12,0,1,0,15,0,17,5
6,4,27,8,5,12,3,1,0,0,1,17,6
5,1,28,12,3,100,3,0,1,1,12,17,7
7,100,29,3,2,11,1,2,0,2,13,17,8
3,7,30,10,2,2,3,0,0,3,14,17,9
5,0,31,2,2,1,1,3,0,7,25,17,10
8,1,32,1,1,1,4,2,0,25,24,17,11
9,0,33,7,0,100,2,4,0,27,27,17,12
3,7,34,1,4,0,3,1,0,34,26,17,13
7,3,35,6,4,4,3,3,1,41,3,17,14
7,100,36,9,5,12,5,1,1,9,4,17,15
1,3,37,0,1,4,3,1,0,10,6,17,16
2,100,38,4,2,12,2,0,1,11,8,17,17
8,2,39,7,4,7,1,1,1,13,9,17,18
7,1,40,5,2,8,1,2,0,14,10,17,19
7,4,42,5,4,4,2,1,1,15,11,17,20
6,2,43,11,0,8,4,1,0,18,18,17,21
9,5,44,4,0,8,2,1,0,27,15,17,22
9,1,45,15,5,12,0,4,0,34,16,17,23
8,1,46,1,2,3,3,2,1,41,21,17,24
2,3,47,11,3,5,4,1,1,99,22,17,25
2,2,48,15,1,3,0,4,0,13,23,17,26
7,2,49,5,2,3,2,4,1,20,20,17,27
1,0,51,13,1,10,2,4,1,2,21,17,28
9,7,54,0,6,3,4,0,0,6,36,17,29
3,4,56,1,0,13,1,0,1,7,37,17,30
5,3,58,3,6,13,4,4,0,4,39,17,31
3,6,59,14,4,7,1,3,0,5,43,17,32
1,7,61,3,6,13,4,0,0,20,0,17,33
9,6,63,15,1,9,0,4,1,8,1,17,34
9,1,68,15,4,0,1,1,0,9,2,17,35
1,6,72,0,4,11,2,0,1,22,3,17,36
6,2,74,15,5,0,0,2,0,25,4,17,37
5,3,0,7,1,1,3,4,0,0,6,18,38
7,4,1,11,2,10,4,0,1,1,8,18,39
8,7,2,9,4,0,0,1,1,2,9,18,40
3,1,3,12,0,3,1,3,0,18,10,18,100
4,6,4,13,3,4,2,2,1,20,11,18,0
6,100,5,0,6,7,5,2,0,22,12,18,1
9,2,6,2,5,8,4,0,0,99,17,18,2
1,5,7,6,6,11,3,3,1,3,18,18,3
2,0,8,8,6,100,0,3,1,4,19,18,4
4,0,9,14,3,2,1,3,0,5,20,18,5
9,1,10,3,1,1,5,0,1,8,37,18,6
8,6,11,7,2,9,1,4,0,9,39,18,7
1,0,12,10,6,6,2,0,1,10,43,18,8
1,2,13,4,6,12,0,0,0,6,0,18,9
3,7,14,5,0,7,4,0,1,13,15,18,10
9,6,15,1,5,5,2,0,0,14,16,18,11
6,3,16,2,3,13,0,4,0,15,25,18,12
8,5,17,3,0,9,2,1,0,27,2,18,13
9,4,18,9,5,4,4,4,0,7,27,18,14
1,0,19,15,3,10,0,4,1,11,28,18,15
5,7,20,1,0,7,1,3,0,9,30,18,16
5,6,21,5,5,7,4,4,1,34,36,18,17
9,5,22,1,6,100,5,2,1,41,13,18,18
6,100,23,10,0,10,3,2,1,13,14,18,19
4,3,24,8,5,5,1,0,0,25,21,18,20
6,0,25,4,4,0,4,1,1,0,26,18,21
9,7,26,11,1,13,4,4,1,1,23,18,22
5,0,27,3,6,13,1,2,1,2,24,18,23
7,2,28,4,1,2,5,2,1,3,25,18,24
9,6,29,0,4,7,2,3,1,25,4,18,25
2,4,30,14,0,5,2,1,1,99,6,18,26
9,0,31,5,3,11,5,1,1,4,8,18,27
9,0,32,11,3,3,5,4,0,6,9,18,28
7,3,33,8,0,6,4,3,1,25,22,18,29
9,100,34,10,0,7,0,3,0,27,1,18,30
7,0,35,0,5,13,4,0,1,34,2,18,31
7,7,36,10,6,0,2,2,0,41,3,18,32
2,0,37,12,0,5,5,1,0,99,12,18,33
8,0,38,10,5,9,4,4,0,0,13,18,34
2,4,39,13,4,4,0,3,1,18,14,18,35
7,6,40,6,3,6,4,0,0,2,15,18,36
6,4,42,13,1,11,4,4,0,3,16,18,37
9,0,43,1,0,100,0,0,0,5,17,18,38
4,6,44,1,6,3,0,3,0,8,18,18,39
6,1,45,4,1,5,3,3,1,10,19,18,40
3,1,46,9,5,11,5,3,1,11,20,18,100
9,3,47,2,5,12,1,4,1,18,21,18,0
7,2,48,8,2,4,1,3,1,20,26,18,1
1,5,49,4,3,6,1,0,0,10,27,18,2
8,2,51,6,6,6,3,1,1,11,28,18,3
1,1,54,12,4,1,2,2,1,5,30,18,4
1,100,56,1,2,5,2,2,0,14,10,18,5
3,6,58,12,5,4,1,2,0,15,11,18,6
7,100,59,12,1,10,5,4,1,6,18,18,7
2,4,61,1,1,8,5,3,0,7,19,18,8
