# ACTS Test Suite Generation: Thu Jul 22 15:11:19 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 20
# Maximum number of values per parameter: 128
# Number of configurations: 4227
checking_status,duration,credit_history,purpose,credit_amount,saving_status,emplyoment,installment_commintment,sex,other_parties,residence,property_magnitude,age,other_emplyoment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
4,13,3,0,12,5,2,1,1,3,1,4,7,3,2,3,2,1,2,1
3,14,4,9,12,4,1,3,1,1,1,1,1,1,1,4,2,1,2,1
2,15,3,1,12,5,5,2,0,3,3,2,4,1,2,2,1,1,2,2
2,16,2,10,12,1,3,3,1,3,4,3,7,2,3,1,3,1,2,2
1,18,4,2,12,3,4,2,1,2,3,4,3,3,1,1,1,1,2,2
3,20,4,6,12,2,2,3,1,1,3,2,4,1,1,4,1,2,2,1
2,21,2,4,12,4,5,4,0,3,4,4,1,2,1,2,4,2,2,1
4,22,1,10,12,1,4,4,0,3,4,4,1,1,1,3,3,1,1,1
2,24,3,8,12,3,1,4,0,2,4,3,3,1,2,4,3,2,1,1
4,26,1,2,12,2,3,2,0,3,4,1,7,2,1,4,2,1,1,2
1,27,3,10,12,4,1,4,0,3,2,1,4,3,1,1,3,1,1,2
1,28,1,4,12,1,2,3,1,1,1,3,1,1,2,4,1,2,2,1
1,30,0,4,12,4,5,2,0,2,1,4,1,1,1,1,4,1,1,2
3,33,1,2,12,4,1,2,1,1,2,4,4,2,1,3,2,1,1,1
1,36,1,2,12,1,5,4,1,2,3,1,4,3,1,2,2,1,1,2
4,39,4,9,12,4,3,1,1,1,1,2,7,2,1,4,3,2,2,2
2,40,2,3,12,1,3,1,0,3,3,4,4,2,1,3,2,2,2,1
4,42,2,8,12,3,5,3,0,2,4,3,7,1,2,3,3,2,2,1
1,45,0,5,12,5,2,3,0,3,1,1,3,2,1,4,3,2,2,1
2,47,0,8,12,3,3,3,1,3,4,2,7,1,2,4,2,2,1,2
4,48,0,5,12,5,4,4,0,1,1,4,2,3,1,4,4,1,1,1
4,54,4,0,12,3,5,4,1,1,2,3,6,1,1,1,3,2,1,1
3,60,4,3,12,2,2,3,1,3,3,4,4,2,2,3,3,2,2,1
4,72,1,1,12,1,3,3,1,1,1,4,2,2,2,4,1,2,2,2
1,4,4,1,13,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,13,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,13,1,3,1,1,2,2,2,4,2,2,1,3,2,1,2
4,7,2,4,13,2,4,2,0,2,3,3,5,2,3,2,4,1,1,1
3,8,3,5,13,3,5,3,1,3,3,1,6,2,2,3,3,1,2,1
3,9,2,6,13,3,1,2,1,3,4,4,7,1,3,2,1,2,1,2
3,10,2,8,13,5,4,4,1,2,4,3,1,1,2,1,4,2,1,2
4,11,3,9,13,2,2,3,0,1,4,2,6,3,2,4,2,2,1,2
3,12,2,10,13,1,5,1,0,2,3,4,6,3,3,3,4,2,1,2
2,13,2,0,13,5,1,2,1,3,1,1,5,3,1,4,4,1,2,1
1,14,1,10,13,1,3,1,0,3,1,1,5,1,2,4,1,1,1,2
3,15,0,3,13,5,4,4,0,3,3,1,7,3,1,1,3,1,1,2
1,16,3,9,13,1,3,4,0,1,1,1,2,2,2,1,2,1,2,2
3,18,3,3,13,1,1,1,0,1,3,1,5,1,2,1,1,2,2,2
4,20,2,0,13,5,4,2,0,3,3,3,1,3,1,4,4,2,2,1
3,21,1,4,13,2,3,3,1,1,3,3,4,3,3,1,1,2,1,1
3,22,1,10,13,4,1,3,1,1,3,3,4,1,2,2,1,2,2,1
3,24,0,9,13,1,4,2,0,1,3,4,1,1,3,1,4,1,2,1
2,26,1,5,13,1,4,4,0,3,1,2,4,3,2,3,3,2,2,1
1,27,3,4,13,1,1,2,1,3,4,1,7,2,1,3,2,1,1,1
3,28,0,6,13,3,2,1,1,1,2,1,6,2,3,2,4,2,2,1
3,30,0,4,13,3,1,2,1,3,4,2,4,3,2,3,4,2,2,2
3,33,1,0,13,3,4,4,0,2,2,3,3,1,3,4,1,1,1,2
4,36,1,3,13,2,5,2,0,1,1,1,4,3,2,1,1,1,1,2
2,39,0,1,13,3,1,4,0,1,1,4,3,1,1,3,4,2,2,2
3,40,2,10,13,3,4,1,0,3,4,2,2,2,1,1,3,2,2,2
4,42,3,9,13,1,5,4,0,2,2,3,4,1,2,2,1,1,2,1
1,45,3,3,13,2,5,3,1,3,2,1,4,1,1,4,2,1,1,1
2,47,3,4,13,5,5,4,1,2,1,2,5,3,2,2,2,1,2,1
2,48,4,3,13,5,2,2,0,2,4,1,5,2,1,3,4,1,2,2
2,54,2,5,13,2,4,2,0,2,3,2,6,2,2,2,2,1,1,1
3,60,2,10,13,2,4,4,1,1,4,2,4,2,3,1,1,2,1,1
2,72,0,2,13,2,5,2,0,1,3,1,4,3,1,2,3,2,2,2
1,4,4,1,14,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,14,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,14,1,3,1,0,2,2,2,4,2,2,1,3,1,1,1
4,7,2,4,14,2,4,2,0,3,3,3,5,2,1,2,4,1,1,1
1,8,3,5,14,3,5,2,0,3,3,1,6,3,3,1,2,2,1,1
1,9,4,6,14,1,1,3,1,2,1,2,7,2,1,4,1,2,1,1
3,10,3,8,14,4,5,3,1,2,2,1,1,2,3,2,3,2,1,1
1,11,1,9,14,5,2,2,0,1,3,3,1,2,3,2,1,2,1,1
4,12,2,10,14,1,4,4,0,3,3,4,5,3,3,2,1,1,1,2
3,13,2,0,14,2,1,3,1,1,3,3,6,3,2,3,2,1,2,2
3,14,3,3,14,4,3,1,1,3,3,2,3,2,2,1,1,1,1,1
4,15,2,10,14,2,3,3,0,1,4,1,5,1,3,4,4,2,1,1
1,16,1,2,14,2,3,2,1,2,2,1,3,2,2,2,1,2,2,1
2,18,4,4,14,5,3,3,0,3,1,4,1,3,3,4,1,2,2,2
1,20,2,0,14,4,3,3,1,3,2,1,2,2,2,3,3,2,2,2
2,21,0,1,14,1,5,2,0,3,4,4,6,3,1,4,1,1,1,2
4,22,2,5,14,2,5,3,1,3,4,1,7,1,1,2,3,2,1,1
1,24,3,3,14,1,2,2,1,1,3,4,3,2,2,3,4,2,2,2
2,26,2,6,14,1,1,1,1,3,1,3,3,3,1,4,1,1,2,1
4,27,3,9,14,3,3,3,1,3,4,2,3,3,3,4,3,1,1,2
3,28,0,10,14,5,1,2,1,1,1,3,2,3,2,1,1,1,2,2
3,30,0,6,14,5,5,2,0,3,4,3,3,2,2,4,2,2,1,2
3,33,2,4,14,1,2,4,1,2,1,4,1,2,2,1,3,1,2,1
2,36,0,4,14,3,5,2,1,2,4,3,2,3,2,2,1,1,2,1
2,39,2,8,14,2,3,3,0,3,4,2,1,1,1,1,4,1,1,2
3,40,3,5,14,5,3,3,1,3,4,3,6,1,1,4,1,2,2,2
3,42,4,6,14,5,2,3,1,3,2,1,1,3,2,4,4,2,2,1
4,45,2,9,14,2,1,3,0,2,4,4,6,1,2,3,1,2,2,1
1,47,0,8,14,3,5,2,0,2,4,3,4,3,3,1,4,2,2,2
1,48,0,3,14,2,3,4,1,2,1,3,7,2,2,3,1,2,2,1
1,54,2,1,14,2,1,2,0,2,2,3,1,3,3,3,1,1,1,1
3,60,3,8,14,3,5,2,1,3,2,1,7,3,3,2,2,1,2,1
3,72,1,0,14,1,3,1,0,1,1,1,2,3,2,3,3,1,1,2
1,4,4,1,15,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,15,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,15,1,3,1,0,2,2,2,4,2,2,1,3,1,2,2
4,7,2,4,15,2,4,2,0,2,3,3,5,1,2,2,4,1,1,2
2,8,3,5,15,3,5,1,1,2,2,2,6,3,3,3,1,2,2,2
2,9,0,6,15,2,4,1,1,1,4,3,7,1,1,3,4,2,2,2
2,10,0,8,15,2,5,1,1,3,4,2,1,1,2,1,1,2,1,2
3,11,2,9,15,5,5,3,0,3,1,3,3,2,1,2,2,2,2,1
3,12,3,10,15,5,2,3,1,2,1,2,5,3,2,3,1,1,1,1
4,13,2,0,15,5,4,1,0,3,4,4,2,1,3,1,4,1,2,2
2,14,0,0,15,1,4,4,0,2,1,3,3,1,2,1,4,2,2,2
2,15,2,1,15,2,3,1,0,3,1,1,3,3,3,4,3,2,1,1
1,16,0,8,15,4,4,1,0,2,4,2,5,2,1,1,3,1,1,1
3,18,0,10,15,4,4,2,1,1,2,1,1,1,2,1,2,2,1,1
2,20,2,4,15,2,2,1,1,1,3,2,5,2,1,1,4,1,2,1
4,21,4,5,15,4,2,3,1,3,4,4,1,1,3,1,3,1,2,2
4,22,3,6,15,3,1,2,1,3,2,1,6,1,3,2,1,2,2,2
2,24,3,8,15,2,4,3,0,3,3,1,4,1,2,2,4,1,2,2
4,26,1,6,15,4,5,1,1,2,3,1,4,2,1,4,1,2,2,2
2,27,3,5,15,3,3,3,0,3,2,4,1,2,3,3,3,1,1,1
2,28,0,8,15,5,3,2,0,2,2,4,6,2,1,2,1,2,1,1
1,30,0,6,15,1,4,2,1,1,2,1,5,3,3,1,1,1,2,2
2,33,2,4,15,5,5,2,0,1,4,1,4,3,1,1,4,1,2,2
1,36,1,6,15,5,3,2,0,1,4,1,7,2,2,2,3,1,2,2
1,39,3,3,15,4,4,1,0,3,3,4,4,2,1,3,1,1,1,1
1,40,3,8,15,2,3,1,0,1,1,1,4,1,1,1,1,2,1,1
2,42,2,0,15,4,4,4,1,1,4,2,2,2,1,1,3,2,2,1
1,45,3,1,15,4,1,2,0,2,2,3,7,3,1,3,3,1,2,1
4,47,3,9,15,5,1,1,0,1,1,3,2,1,1,3,2,2,1,2
2,48,1,6,15,1,1,3,1,2,4,1,1,3,2,4,2,2,2,1
2,54,1,9,15,2,4,2,1,1,3,3,7,2,2,1,4,1,2,1
1,60,1,10,15,4,4,1,1,1,1,4,5,3,1,2,3,2,1,2
4,72,2,5,15,4,2,1,1,1,1,4,4,2,1,3,2,1,1,1
1,4,4,1,16,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,16,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,16,1,3,1,1,2,2,2,4,2,2,1,3,2,1,1
4,7,2,4,16,2,4,2,0,1,3,3,5,2,3,2,4,2,2,1
3,8,3,5,16,3,5,3,1,3,1,2,6,3,1,4,3,2,2,2
4,9,2,6,16,1,4,1,0,1,4,2,7,1,1,2,2,1,1,1
2,10,1,8,16,5,3,4,1,3,3,3,1,3,3,1,3,2,2,2
4,11,1,9,16,2,4,1,1,2,1,4,2,1,2,2,3,1,1,1
3,12,3,10,16,3,3,2,0,3,1,1,6,1,3,2,1,2,2,2
3,13,4,0,16,4,4,4,1,3,4,3,5,1,3,3,3,2,1,1
2,14,3,8,16,1,4,3,1,2,2,3,6,2,3,3,4,1,2,1
4,15,4,8,16,1,1,3,0,2,4,3,6,3,1,1,4,1,1,2
1,16,3,4,16,3,5,4,0,2,1,2,3,3,3,4,1,2,1,1
4,18,4,5,16,2,3,2,1,3,2,3,2,1,3,2,4,1,1,2
3,20,4,0,16,3,2,2,1,3,4,3,5,1,3,1,2,2,2,1
1,21,3,3,16,2,4,2,0,2,3,2,1,2,2,4,3,1,2,1
3,22,2,4,16,2,1,2,1,1,4,1,4,1,3,3,1,2,1,2
3,24,0,0,16,5,1,1,1,2,3,1,2,3,1,4,4,2,2,1
3,26,3,3,16,1,1,3,0,1,3,4,4,3,1,1,2,1,2,2
3,27,0,6,16,2,5,4,1,2,1,2,5,2,3,3,4,2,2,2
2,28,1,9,16,1,1,2,0,2,4,2,2,3,3,2,2,1,2,1
1,30,1,5,16,5,5,2,1,2,1,2,4,3,2,2,2,2,2,2
2,33,3,8,16,2,4,3,1,2,2,4,3,2,1,2,2,1,2,2
2,36,4,4,16,4,1,3,1,1,1,2,6,3,2,3,4,1,1,2
4,39,0,9,16,3,3,1,1,1,2,1,3,3,1,2,1,2,2,1
3,40,3,10,16,4,3,2,1,3,2,4,4,1,1,3,1,1,2,2
2,42,3,10,16,4,2,4,0,1,3,4,1,2,1,4,3,1,1,1
4,45,0,5,16,4,3,3,1,1,3,4,7,3,3,4,3,2,2,2
2,47,2,0,16,4,3,3,0,1,3,2,4,3,1,3,3,1,1,2
1,48,1,6,16,4,1,2,1,1,1,1,2,2,1,4,4,1,2,1
1,54,2,9,16,3,5,3,1,2,4,1,6,2,3,4,3,2,2,1
2,60,3,10,16,5,2,3,1,1,2,3,3,2,3,4,1,2,1,1
1,72,2,2,16,3,1,2,0,3,1,4,7,2,2,2,2,1,2,2
1,4,4,1,17,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,17,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,17,1,3,1,0,2,2,2,4,2,2,1,3,1,1,2
4,7,2,4,17,2,4,2,0,1,3,3,5,2,1,2,4,1,2,2
3,8,3,5,17,3,5,3,1,1,3,1,6,3,2,4,4,1,1,1
3,9,0,6,17,1,3,4,0,3,3,1,7,3,2,4,1,1,1,1
1,10,4,8,17,3,5,3,0,3,1,4,1,3,2,2,3,1,2,2
3,11,1,9,17,5,2,3,0,1,2,3,1,2,1,2,3,2,2,2
4,12,3,10,17,1,2,4,1,1,1,2,3,2,3,2,2,1,1,1
3,13,4,0,17,1,4,1,0,1,1,4,2,1,3,3,2,2,1,2
2,14,0,10,17,1,3,3,0,3,4,3,7,1,3,1,4,1,2,1
4,15,4,4,17,1,2,2,0,1,4,4,2,3,2,2,4,2,1,1
2,16,1,3,17,5,3,2,1,1,1,1,2,1,1,2,1,2,1,2
3,18,4,2,17,3,4,2,1,2,2,3,1,3,3,1,3,2,2,1
3,20,2,4,17,1,4,2,1,2,1,4,4,2,1,1,4,1,1,1
2,21,3,4,17,4,1,1,1,2,1,4,7,1,2,4,4,2,1,1
3,22,2,5,17,4,2,1,0,2,3,4,5,1,3,2,2,1,1,1
3,24,1,6,17,1,2,2,0,3,2,2,3,3,3,1,2,2,1,2
2,26,4,4,17,3,4,4,0,1,3,3,2,2,2,3,4,1,2,1
2,27,1,8,17,4,3,4,1,1,1,3,7,1,2,4,2,1,2,1
4,28,4,9,17,2,5,2,0,1,3,3,7,1,2,3,3,2,1,2
2,30,0,0,17,2,3,3,1,2,3,3,7,1,2,1,1,2,1,1
2,33,0,5,17,5,1,3,0,2,3,2,2,3,2,4,3,1,2,2
3,36,3,9,17,4,2,3,0,3,4,4,4,1,1,1,4,2,2,2
1,39,2,3,17,4,2,4,1,3,2,1,6,1,3,3,4,2,2,1
3,40,0,5,17,3,3,2,0,2,4,3,4,1,1,4,3,1,2,1
3,42,2,8,17,2,3,1,1,1,2,3,3,2,3,4,3,1,1,2
1,45,3,3,17,3,5,1,0,3,4,3,1,1,2,1,1,1,1,2
3,47,2,2,17,5,2,4,1,1,2,3,2,2,3,3,1,2,1,1
1,48,1,1,17,5,1,3,1,1,2,1,3,2,2,3,1,2,1,2
3,54,2,10,17,2,5,4,0,3,2,1,6,1,1,4,3,2,1,2
2,60,3,2,17,1,2,2,1,1,3,2,3,1,1,1,4,1,1,1
3,72,0,9,17,2,4,1,1,2,3,4,1,3,1,3,3,1,2,1
1,4,4,1,18,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,18,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,18,1,3,1,0,2,2,2,4,2,2,1,3,2,1,2
4,7,2,4,18,2,4,2,0,2,3,3,5,2,3,2,4,2,1,1
4,8,3,5,18,3,5,4,1,2,2,1,6,1,1,4,4,1,2,1
1,9,0,6,18,3,3,3,0,3,3,2,7,2,2,1,4,2,1,2
3,10,4,8,18,5,3,4,0,2,4,1,1,3,2,2,1,2,2,1
2,11,4,9,18,1,1,4,0,2,4,4,6,1,1,4,1,2,2,1
3,12,0,10,18,4,3,3,1,1,4,1,7,2,1,1,4,2,1,2
4,13,3,0,18,3,5,1,1,1,2,4,1,3,2,3,3,1,1,1
2,14,4,1,18,3,5,3,0,2,4,1,1,1,3,2,2,2,2,1
2,15,3,1,18,2,1,2,1,2,4,2,6,1,2,3,4,2,1,1
4,16,1,4,18,3,4,4,1,1,2,2,2,1,2,4,1,2,2,1
3,18,0,3,18,5,5,3,1,1,3,3,6,3,3,2,1,1,1,2
4,20,3,1,18,2,5,3,1,3,4,3,2,1,1,3,1,2,2,2
2,21,4,3,18,3,1,2,1,3,3,4,4,2,3,4,2,2,2,2
2,22,0,5,18,4,1,2,0,2,1,1,1,3,2,1,1,1,1,2
2,24,0,5,18,4,3,1,0,3,1,4,3,2,2,2,2,1,2,2
2,26,4,3,18,5,1,1,1,1,1,1,6,1,3,1,1,2,1,1
1,27,4,8,18,2,1,4,0,3,1,3,2,2,1,1,1,2,1,2
3,28,2,8,18,3,4,1,0,2,4,1,6,3,1,1,2,1,2,2
2,30,2,1,18,5,3,4,0,2,1,4,3,3,2,2,3,1,1,1
3,33,3,9,18,3,4,2,1,3,1,4,1,2,3,4,2,1,2,1
2,36,1,9,18,5,5,3,1,3,1,2,5,2,1,2,2,1,1,1
4,39,2,0,18,2,4,3,0,2,1,2,6,1,3,2,2,2,1,1
1,40,2,2,18,1,5,3,1,3,3,1,1,2,2,1,3,1,2,1
2,42,4,6,18,1,1,2,1,1,1,1,1,1,3,4,1,1,2,2
2,45,0,0,18,5,2,4,1,3,4,3,3,3,1,2,3,1,1,2
4,47,4,0,18,2,1,1,0,1,3,3,4,2,3,2,2,1,1,2
4,48,2,2,18,4,1,1,0,3,2,2,5,3,2,1,4,2,2,1
2,54,2,0,18,4,4,3,1,3,2,3,2,2,1,4,3,1,1,2
4,60,2,9,18,4,2,4,0,1,2,2,1,2,2,4,1,2,2,2
3,72,2,3,18,1,5,4,0,1,3,3,4,3,2,2,1,2,2,2
1,4,4,1,19,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,19,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,19,1,3,1,1,2,2,2,4,2,2,1,3,2,1,1
4,7,2,4,19,2,4,2,0,1,3,3,5,2,3,2,4,2,2,1
2,8,3,5,19,3,5,2,1,1,3,3,6,1,3,1,2,1,2,2
3,9,3,6,19,5,4,3,0,1,2,1,7,2,1,2,3,2,2,1
3,10,3,8,19,4,3,2,0,2,3,3,1,3,3,3,1,1,1,2
3,11,1,9,19,5,2,4,1,3,4,4,2,3,3,2,2,2,1,2
4,12,1,10,19,5,4,1,0,3,2,3,5,2,3,1,2,1,2,2
4,13,4,0,19,2,5,4,1,2,2,1,2,2,2,2,4,2,2,2
1,14,0,4,19,1,2,1,1,2,3,4,2,2,2,2,4,1,2,1
2,15,1,10,19,3,5,1,1,3,1,4,7,2,3,3,4,1,1,2
3,16,4,4,19,5,4,4,0,1,2,1,1,2,1,2,2,1,2,1
1,18,2,5,19,2,3,4,0,2,3,2,2,2,2,3,4,2,1,1
4,20,0,0,19,2,2,1,1,3,2,4,4,3,2,4,2,1,2,1
4,21,0,3,19,2,5,4,0,3,2,3,4,1,1,2,3,2,2,2
4,22,4,4,19,2,4,4,0,1,3,3,4,2,3,1,3,2,2,1
4,24,4,3,19,3,1,4,0,2,2,3,4,3,1,3,1,2,2,1
3,26,4,8,19,4,4,2,1,1,3,1,3,1,1,4,2,1,1,2
1,27,4,6,19,3,5,4,0,1,4,3,6,3,1,4,4,2,1,1
1,28,0,1,19,1,1,4,0,3,3,4,4,3,2,2,1,1,1,2
1,30,3,6,19,3,4,2,0,3,1,3,2,1,3,3,1,1,2,2
4,33,0,1,19,4,3,3,0,3,2,1,7,2,2,1,2,2,2,1
3,36,4,0,19,3,3,4,0,2,3,1,1,3,1,4,2,2,1,2
3,39,3,1,19,2,1,2,1,2,3,2,2,3,1,3,4,2,1,1
2,40,0,6,19,4,2,3,0,3,2,3,7,3,2,4,4,2,2,2
2,42,0,9,19,4,3,2,0,2,3,3,2,2,1,3,2,2,1,1
3,45,4,8,19,5,3,1,0,3,3,2,3,2,3,1,1,1,2,1
1,47,2,9,19,3,1,2,0,3,3,3,6,1,2,3,3,1,2,2
3,48,3,5,19,2,3,1,0,2,1,2,7,2,1,3,2,1,1,2
3,54,1,10,19,2,2,2,0,1,1,2,1,1,1,2,4,2,1,2
2,60,3,10,19,3,3,1,0,2,2,3,5,2,2,3,1,1,1,1
2,72,3,8,19,5,2,1,1,2,4,4,2,1,3,3,3,2,2,1
1,4,4,1,20,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,20,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,20,1,3,1,1,2,2,2,4,2,2,1,3,2,2,2
4,7,2,4,20,2,4,2,0,1,3,3,5,3,1,2,4,2,1,1
4,8,3,5,20,3,5,1,1,1,1,3,6,1,1,1,4,2,2,1
1,9,4,6,20,5,3,1,0,1,3,4,7,2,3,2,2,1,1,2
4,10,0,8,20,3,1,2,0,2,1,2,1,1,2,3,2,2,2,1
3,11,0,9,20,4,4,1,1,2,1,1,3,1,1,4,1,1,2,2
1,12,0,10,20,3,1,4,0,3,2,3,3,2,1,1,1,1,1,1
4,13,1,0,20,5,3,3,1,2,4,3,5,3,2,4,4,2,2,2
1,14,0,3,20,4,3,1,1,2,2,1,2,2,1,4,1,2,1,2
2,15,3,5,20,2,2,2,0,2,4,2,2,2,3,3,4,1,2,2
3,16,1,5,20,5,2,3,0,2,2,2,1,3,2,4,2,2,1,2
4,18,2,3,20,5,5,1,0,2,4,2,1,3,2,4,2,2,1,1
4,20,4,0,20,4,4,1,0,3,2,4,2,2,2,3,1,2,2,2
3,21,1,5,20,2,5,2,0,3,4,2,6,3,3,4,1,2,2,1
1,22,3,6,20,3,1,1,1,3,1,2,7,2,1,3,4,1,2,2
4,24,0,2,20,2,2,1,1,3,2,1,6,2,1,1,1,1,1,2
3,26,3,1,20,5,5,3,0,2,2,1,4,3,2,1,2,2,2,1
4,27,3,3,20,4,3,4,1,1,4,3,5,2,1,2,2,1,1,1
3,28,3,5,20,5,4,2,0,2,2,1,3,2,1,2,3,1,1,1
4,30,3,4,20,3,5,4,1,1,1,1,4,2,3,2,4,2,1,2
2,33,4,1,20,3,4,4,1,1,4,3,3,2,3,4,1,1,2,2
1,36,0,3,20,2,1,3,0,1,2,2,6,3,2,4,4,2,2,1
2,39,0,3,20,4,1,3,0,2,4,4,7,1,1,1,4,2,1,2
1,40,0,0,20,2,4,2,0,3,3,4,2,2,3,4,2,1,1,2
4,42,2,10,20,3,4,1,0,1,1,2,4,1,1,2,1,1,2,2
1,45,1,0,20,2,5,3,0,1,3,1,5,1,1,2,1,2,2,2
3,47,2,6,20,1,4,3,1,3,4,1,5,2,1,3,2,1,1,2
1,48,0,3,20,5,3,1,0,3,2,4,6,3,1,2,2,2,2,2
3,54,4,6,20,5,2,1,0,1,1,3,1,1,2,2,3,1,1,2
3,60,4,4,20,5,4,4,0,3,1,4,7,1,1,3,3,2,2,1
3,72,4,4,20,2,4,4,1,2,1,3,5,3,3,3,3,2,2,2
1,4,4,1,21,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,21,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,21,1,3,1,1,2,2,2,4,2,2,1,3,2,2,2
4,7,2,4,21,2,4,2,1,1,3,3,5,3,3,2,4,1,2,2
2,8,3,5,21,3,5,1,1,3,2,1,6,2,2,4,4,2,1,2
2,9,1,6,21,3,1,2,0,1,1,2,7,1,2,3,2,2,2,2
4,10,3,8,21,1,1,1,0,1,2,2,1,1,3,4,1,1,1,1
3,11,1,9,21,1,5,2,0,2,3,1,3,1,3,2,4,2,1,1
4,12,4,10,21,1,1,3,0,2,3,2,7,1,1,2,4,1,1,2
1,13,3,0,21,4,3,3,0,1,4,3,4,2,1,4,2,2,1,1
2,14,1,4,21,5,2,1,1,3,3,2,6,2,3,1,3,1,1,2
3,15,3,9,21,4,1,3,1,3,4,1,5,3,3,2,3,2,1,1
2,16,1,0,21,4,1,1,1,3,4,3,6,3,2,1,4,1,2,1
4,18,3,4,21,2,4,1,1,2,4,4,6,1,2,1,3,1,1,2
2,20,1,1,21,2,2,4,0,2,3,4,4,2,1,1,1,2,2,1
4,21,3,5,21,4,1,4,0,3,4,4,2,1,2,2,3,1,1,2
3,22,2,0,21,4,4,2,1,2,3,4,4,1,3,1,3,2,1,2
3,24,2,2,21,5,1,1,1,1,2,4,1,2,2,4,2,1,2,2
1,26,1,10,21,1,2,4,0,3,4,3,7,2,1,1,4,2,2,1
1,27,4,5,21,1,3,4,0,1,3,3,3,2,3,1,1,1,2,2
4,28,4,4,21,2,2,4,1,3,1,4,1,2,3,4,1,1,2,2
4,30,4,1,21,2,1,2,1,2,4,2,5,2,1,1,1,2,2,1
4,33,3,9,21,2,3,3,1,2,4,4,4,1,3,3,4,2,1,2
3,36,3,6,21,4,1,4,1,2,2,2,4,3,1,3,3,2,1,1
1,39,3,0,21,2,4,2,0,3,4,1,2,3,2,1,1,2,2,1
1,40,0,0,21,3,3,4,0,1,4,4,3,2,3,4,2,1,1,2
1,42,4,0,21,2,2,4,0,2,4,1,4,3,2,3,1,2,1,2
4,45,3,5,21,5,5,1,0,1,1,4,1,1,3,3,1,1,2,1
4,47,4,5,21,5,4,3,1,3,3,2,2,1,3,4,4,2,1,1
2,48,4,9,21,3,5,4,1,2,1,3,5,1,3,4,1,2,1,1
4,54,1,2,21,2,4,2,1,3,1,4,3,1,1,4,4,2,1,1
1,60,1,6,21,4,1,4,0,3,3,1,3,1,3,4,2,1,2,1
1,72,2,6,21,1,1,2,1,2,1,4,1,2,2,3,3,1,1,1
1,4,4,1,22,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,22,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,22,1,3,1,1,2,2,2,4,2,2,1,3,1,1,1
4,7,2,4,22,2,4,2,0,1,3,3,5,1,2,2,4,2,2,1
4,8,3,5,22,3,5,1,1,3,3,3,6,1,1,2,3,2,1,2
1,9,1,6,22,3,2,4,0,3,3,4,7,3,1,4,2,1,2,2
1,10,3,8,22,2,3,4,1,1,2,1,1,3,2,4,2,2,1,2
4,11,0,9,22,5,2,4,0,3,3,3,1,2,2,2,4,2,1,2
1,12,0,10,22,3,5,2,0,1,4,3,5,3,3,4,4,2,2,2
4,13,0,0,22,3,3,3,0,3,4,3,4,3,3,2,4,2,2,1
3,14,4,6,22,3,2,3,1,1,3,4,6,3,3,1,3,1,1,1
1,15,3,4,22,5,2,3,1,2,3,4,2,2,1,4,1,1,1,1
1,16,4,8,22,5,5,2,1,2,4,1,2,1,3,3,3,1,1,2
3,18,1,10,22,2,2,2,1,2,3,1,5,2,2,4,4,1,2,2
4,20,2,0,22,2,1,3,1,3,3,4,1,1,3,4,3,2,2,1
2,21,1,5,22,5,2,2,1,1,3,2,4,1,1,4,4,2,2,2
2,22,1,10,22,5,3,3,0,3,4,1,2,2,2,1,2,2,2,2
2,24,3,5,22,4,3,2,1,1,1,4,1,1,1,2,4,1,2,2
2,26,2,10,22,5,3,1,1,1,4,4,3,1,1,1,4,1,1,1
2,27,4,1,22,5,5,2,0,3,2,1,6,3,2,2,3,1,1,1
1,28,3,1,22,4,5,2,1,3,1,3,1,1,3,3,4,1,2,1
2,30,0,4,22,5,4,1,0,1,1,4,3,2,1,2,3,2,2,2
3,33,0,0,22,5,2,2,0,3,3,2,5,2,1,2,2,2,2,2
