# ACTS Test Suite Generation: Thu Jul 22 15:11:26 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 3
# Number of parameters: 20
# Maximum number of values per parameter: 128
# Number of configurations: 42447
checking_status,duration,credit_history,purpose,credit_amount,saving_status,emplyoment,installment_commintment,sex,other_parties,residence,property_magnitude,age,other_emplyoment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
4,36,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,36,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,36,3,2,39,3,2,3,1,1,1,2,3,3,1,4,2,1,1,2
3,36,4,3,39,4,3,1,0,3,2,3,4,3,2,2,4,2,2,1
2,36,0,4,39,2,1,3,0,2,2,1,5,3,2,4,2,2,1,1
2,36,1,5,39,2,1,4,1,3,4,3,6,2,1,4,1,2,2,2
3,36,3,6,39,2,1,2,1,2,2,4,7,2,1,1,3,1,1,2
1,36,3,8,39,4,3,4,1,1,1,3,3,1,1,1,4,1,1,1
1,36,3,9,39,4,4,1,0,1,2,3,4,1,3,1,3,2,2,1
2,36,4,10,39,4,1,2,0,3,3,4,1,2,3,2,4,2,2,1
4,39,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,39,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,39,3,2,39,3,2,3,0,1,1,2,3,3,1,4,2,2,2,1
3,39,4,3,39,4,3,1,1,3,2,3,4,2,3,2,4,1,2,1
3,39,0,4,39,2,1,4,0,3,2,1,5,1,3,3,3,2,1,1
2,39,3,5,39,4,4,2,1,2,2,3,6,2,2,1,3,1,1,2
3,39,1,6,39,5,2,2,1,3,3,3,7,2,2,4,1,1,2,2
2,39,4,8,39,2,1,4,1,2,1,4,3,3,3,2,2,1,1,2
4,39,1,9,39,2,1,3,0,1,1,4,7,3,3,2,3,2,2,2
4,39,2,10,39,3,4,4,0,1,1,1,5,3,2,3,3,2,1,1
4,40,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,40,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,40,3,2,39,3,2,3,1,1,1,2,3,3,1,4,2,2,1,1
3,40,4,3,39,4,3,1,0,1,2,3,4,3,3,2,4,1,1,1
3,40,0,4,39,2,1,1,1,2,4,1,5,1,3,4,2,2,2,2
4,40,1,5,39,5,3,2,0,3,1,3,6,2,1,4,3,1,2,2
1,40,3,6,39,3,1,1,1,2,1,3,7,2,1,2,4,2,1,2
4,40,2,8,39,2,2,3,1,3,3,2,6,3,3,3,1,2,1,1
4,40,1,9,39,4,4,1,1,2,2,2,6,3,2,3,3,1,2,1
3,40,4,10,39,4,1,3,0,1,1,4,6,1,2,2,2,1,1,2
4,42,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,42,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,42,3,2,39,3,2,3,0,1,1,2,3,3,1,4,2,2,2,2
3,42,4,3,39,4,3,1,0,3,2,3,4,1,3,2,4,1,1,1
2,42,0,4,39,2,1,3,0,1,1,3,5,3,1,3,4,2,1,1
2,42,1,5,39,1,4,4,0,3,4,2,6,2,3,1,2,1,1,2
4,42,0,6,39,4,4,1,0,2,2,2,7,2,3,2,3,1,1,2
3,42,1,8,39,2,2,4,0,2,4,1,1,3,3,4,3,2,2,1
4,42,4,9,39,3,5,2,0,2,1,3,2,3,1,1,1,2,1,1
1,42,0,10,39,5,5,2,0,3,3,1,2,3,1,2,2,2,1,1
4,45,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,45,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,45,3,2,39,3,2,3,0,1,1,2,3,3,1,4,2,1,1,2
3,45,4,3,39,4,3,1,1,2,2,3,4,3,1,2,4,1,1,1
4,45,0,4,39,2,1,2,1,1,2,1,5,3,3,4,2,2,2,2
4,45,2,5,39,1,3,2,0,3,4,2,6,3,1,3,4,2,1,1
3,45,2,6,39,3,3,1,0,2,3,4,7,1,2,1,3,1,2,2
1,45,4,8,39,5,2,3,0,2,1,2,2,1,1,1,4,2,2,1
2,45,0,9,39,3,5,3,0,3,3,4,3,2,1,4,3,1,2,2
1,45,4,10,39,1,3,2,0,3,2,3,3,2,1,2,2,2,2,2
4,47,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,47,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,47,3,2,39,3,2,3,0,1,1,2,3,3,1,4,2,2,2,2
3,47,4,3,39,4,3,1,1,2,2,3,4,3,1,2,4,2,1,1
4,47,0,4,39,2,1,2,0,2,1,3,5,3,2,4,4,1,2,2
2,47,0,5,39,1,1,2,1,1,3,2,6,3,1,4,1,1,2,1
4,47,0,6,39,4,4,3,1,2,3,3,7,1,1,2,4,2,1,1
2,47,4,8,39,2,5,2,0,2,3,2,3,2,2,4,3,2,1,2
3,47,1,9,39,1,3,2,0,2,3,2,6,3,1,1,2,1,1,1
2,47,2,10,39,5,5,4,1,2,2,4,3,1,2,4,1,2,2,2
4,48,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,48,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,48,3,2,39,3,2,3,1,1,1,2,3,3,1,4,2,1,1,2
3,48,4,3,39,4,3,1,1,3,2,3,4,1,2,2,4,2,2,2
2,48,0,4,39,2,1,1,0,2,3,1,5,1,1,1,2,2,2,2
3,48,3,5,39,5,4,2,0,3,3,4,6,3,3,1,1,1,1,2
1,48,2,6,39,3,4,3,1,2,4,2,7,3,3,3,4,1,1,2
2,48,1,8,39,2,3,1,0,1,1,1,7,3,3,3,4,1,1,2
3,48,1,9,39,1,3,1,1,2,1,1,5,3,1,3,2,1,2,2
4,48,1,10,39,5,4,4,0,3,4,2,2,2,3,1,3,2,1,1
4,54,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,54,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,54,3,2,39,3,2,3,1,1,1,2,3,3,1,4,2,2,2,2
3,54,4,3,39,4,3,1,1,1,2,3,4,3,3,2,4,1,1,1
2,54,0,4,39,2,1,2,1,1,4,2,5,3,1,3,2,2,1,2
4,54,3,5,39,2,2,4,1,1,3,3,6,2,3,4,4,2,2,1
3,54,4,6,39,4,2,4,1,3,4,1,7,2,3,1,1,1,1,1
2,54,4,8,39,3,3,1,1,2,4,3,4,1,3,3,4,1,1,2
4,54,3,9,39,5,1,2,1,1,4,2,2,2,1,1,3,1,1,2
3,54,3,10,39,2,5,3,1,3,3,3,3,1,2,3,3,2,1,1
4,60,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,60,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,60,3,2,39,3,2,3,0,1,1,2,3,3,1,4,2,1,1,1
3,60,4,3,39,4,3,1,0,1,2,3,4,3,1,2,4,1,1,2
3,60,0,4,39,2,1,1,0,1,2,2,5,3,2,1,1,2,1,2
2,60,4,5,39,4,4,1,1,1,4,1,6,1,2,3,1,2,2,2
4,60,3,6,39,5,2,3,1,3,1,4,7,1,1,1,4,2,1,2
4,60,2,8,39,1,1,3,0,2,2,1,7,2,3,1,2,2,1,1
4,60,4,9,39,5,1,1,0,2,4,4,4,3,2,2,2,2,1,1
1,60,3,10,39,1,3,3,1,3,3,2,6,2,2,3,1,1,2,2
4,72,1,0,39,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,72,2,1,39,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,72,3,2,39,3,2,3,0,1,1,2,3,3,1,4,2,2,1,2
3,72,4,3,39,4,3,1,0,3,2,3,4,2,2,2,4,2,1,2
3,72,0,4,39,2,1,3,0,3,2,3,5,1,1,2,2,2,1,1
1,72,3,5,39,4,1,1,1,3,2,3,6,2,1,3,1,2,2,1
3,72,4,6,39,5,2,1,1,1,3,4,7,2,1,4,1,1,2,1
4,72,2,8,39,3,1,2,0,3,3,4,2,2,1,4,2,2,2,2
1,72,4,9,39,4,1,1,1,2,1,2,1,3,3,1,1,2,2,1
2,72,1,10,39,1,2,4,1,1,4,4,5,1,1,4,4,2,2,2
4,4,1,0,40,5,5,2,1,2,3,4,1,1,3,3,3,1,1,1
1,4,2,1,40,1,4,4,0,3,4,1,2,2,2,1,1,2,2,2
2,4,3,2,40,3,2,3,1,1,1,2,3,3,1,4,2,2,1,2
3,4,4,3,40,4,3,1,0,2,2,3,4,2,1,2,4,1,2,1
4,4,0,4,40,2,1,4,0,1,1,3,5,1,2,3,1,1,1,1
3,4,1,5,40,1,2,2,0,3,4,2,6,3,3,2,3,1,2,2
2,4,2,6,40,5,3,2,1,1,2,1,7,1,3,4,3,2,2,1
4,4,3,8,40,4,4,3,1,3,4,4,1,1,1,1,4,2,1,2
4,4,4,9,40,3,5,1,0,3,3,1,2,3,2,4,2,1,2,1
3,4,0,10,40,5,4,1,1,2,3,2,3,3,3,1,1,2,1,2
1,5,2,0,40,2,2,3,1,2,3,3,4,2,3,2,2,2,1,2
1,5,1,1,40,3,3,2,1,1,1,4,5,2,2,1,4,1,2,1
1,5,4,2,40,5,1,4,0,3,2,4,6,3,1,3,2,2,1,2
4,5,3,3,40,1,5,4,1,2,3,2,7,2,2,3,4,1,1,1
2,5,0,4,40,4,2,1,0,1,4,1,1,2,2,3,3,1,2,1
3,5,3,5,40,2,3,3,0,2,2,1,2,1,1,3,1,1,1,1
1,5,1,6,40,4,1,4,0,2,3,2,3,2,1,4,3,1,2,2
2,5,0,8,40,1,5,2,0,3,1,3,4,1,1,2,1,1,2,2
2,5,2,9,40,4,4,2,1,2,1,4,5,3,3,2,3,1,1,2
4,5,2,10,40,3,5,3,1,1,2,3,6,1,2,1,3,1,2,1
2,6,4,0,40,1,4,1,0,1,1,4,7,1,1,4,1,1,2,1
3,6,3,1,40,5,1,3,1,2,4,3,1,3,3,2,2,2,1,2
2,6,1,2,40,2,5,2,1,3,3,1,2,2,3,1,4,2,2,1
4,6,2,3,40,3,1,2,0,3,4,1,3,1,3,3,4,2,1,2
1,6,1,4,40,5,4,4,1,1,2,2,4,1,2,4,2,2,1,2
4,6,4,5,40,4,2,4,1,1,3,4,5,1,3,1,2,2,2,2
4,6,0,6,40,2,3,1,1,3,4,4,6,3,2,4,4,1,1,2
3,6,1,8,40,3,2,4,1,1,2,3,7,3,2,2,1,1,1,1
1,6,3,9,40,1,3,4,0,1,2,2,1,2,1,3,3,2,2,2
2,6,4,10,40,2,1,2,0,3,4,2,2,2,1,2,3,1,1,1
1,7,0,0,40,3,3,3,0,2,2,1,3,3,2,2,2,1,1,1
4,7,3,1,40,4,5,1,1,3,4,4,4,1,1,3,3,2,2,2
3,7,2,2,40,1,4,1,1,2,1,3,5,1,1,4,1,1,2,2
2,7,1,3,40,5,2,3,1,1,1,1,6,2,3,1,4,2,1,1
1,7,4,4,40,2,1,3,0,3,3,2,7,3,3,1,2,2,1,2
1,7,2,5,40,3,4,1,0,2,1,3,1,2,2,4,1,1,1,1
3,7,0,6,40,5,2,2,1,1,1,4,2,2,3,3,2,1,1,1
1,7,4,8,40,2,5,4,1,2,3,1,3,2,3,3,3,1,1,1
3,7,0,9,40,5,1,3,0,3,4,3,4,1,3,1,1,2,2,2
3,7,3,10,40,1,5,3,1,3,4,1,5,2,1,4,2,2,1,2
3,8,3,0,40,4,4,2,0,2,3,2,6,1,3,1,1,1,1,1
2,8,0,1,40,2,2,4,1,3,2,4,7,3,2,4,3,2,2,2
4,8,4,2,40,1,3,1,0,1,4,3,1,2,1,2,4,2,2,1
1,8,1,3,40,3,5,1,0,3,1,4,2,3,3,3,2,2,1,1
3,8,2,4,40,1,1,2,1,2,4,4,3,3,1,2,4,2,1,2
2,8,0,5,40,5,5,3,0,3,1,1,4,3,3,3,4,2,2,1
4,8,3,6,40,3,4,3,0,2,2,2,5,3,3,1,1,2,2,1
3,8,2,8,40,5,3,1,1,1,3,2,6,3,1,4,2,1,1,1
1,8,1,9,40,4,2,1,1,1,4,4,7,2,2,2,4,1,1,1
1,8,1,10,40,4,3,4,0,3,1,4,1,1,3,3,4,2,1,2
4,9,4,0,40,4,1,4,0,3,4,3,2,1,3,1,4,1,1,1
2,9,2,1,40,1,4,2,1,2,3,2,3,2,2,3,3,2,2,2
1,9,0,2,40,3,5,1,1,1,2,1,4,3,2,2,3,1,2,1
3,9,3,3,40,2,4,3,0,3,1,4,5,2,1,4,1,1,2,2
3,9,1,4,40,5,3,2,1,2,2,1,6,3,3,3,2,1,2,2
4,9,4,5,40,3,2,2,0,2,2,4,7,2,1,1,3,2,2,1
1,9,4,6,40,1,5,3,0,3,2,3,1,2,2,2,3,1,1,2
3,9,1,8,40,4,1,1,1,3,4,2,2,2,2,3,1,1,2,2
2,9,2,9,40,2,5,1,1,3,1,3,3,2,1,1,2,2,1,1
3,9,0,10,40,2,2,3,1,1,3,3,4,3,3,3,4,2,2,1
4,10,2,0,40,5,3,2,0,2,3,1,5,1,3,1,3,1,1,1
2,10,4,1,40,3,4,4,1,3,2,2,6,2,2,3,1,2,2,2
1,10,3,2,40,4,5,3,0,1,4,3,7,3,1,4,2,2,2,1
3,10,0,3,40,2,1,1,0,3,1,4,1,2,2,2,3,1,2,2
2,10,1,4,40,1,2,2,0,2,4,3,2,2,3,4,4,1,2,1
4,10,0,5,40,3,1,2,0,2,4,2,3,2,2,3,3,2,1,2
3,10,1,6,40,5,3,4,0,3,3,4,4,1,1,3,3,2,1,2
1,10,1,8,40,3,1,1,1,3,2,4,5,1,2,2,3,2,1,2
2,10,1,9,40,4,4,4,0,1,1,1,6,2,3,3,3,2,1,1
2,10,2,10,40,4,4,2,1,3,2,3,7,1,1,4,2,1,2,2
4,11,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,11,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,11,4,2,40,5,5,3,1,1,4,3,3,3,1,4,2,1,1,2
3,11,0,3,40,1,2,1,0,3,1,4,4,1,1,2,4,2,1,1
4,11,1,4,40,2,5,2,1,3,1,1,5,1,2,1,4,1,1,2
4,11,0,5,40,4,1,2,0,2,1,2,6,3,3,4,2,1,2,2
2,11,1,6,40,2,4,3,1,1,4,2,7,2,1,2,2,1,1,1
4,11,4,8,40,1,1,3,1,1,1,3,4,3,1,2,2,1,1,2
3,11,4,9,40,3,3,3,0,2,2,4,7,2,3,1,3,2,1,1
3,11,1,10,40,2,2,2,1,2,4,4,1,1,2,2,1,1,1,1
4,12,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,12,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,12,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,1,1,1
3,12,0,3,40,1,5,1,0,1,1,4,4,3,2,2,4,2,1,2
2,12,1,4,40,2,1,4,0,2,1,3,5,3,2,4,3,1,2,2
3,12,4,5,40,1,4,2,0,1,4,2,6,2,1,3,1,1,2,1
4,12,3,6,40,5,4,3,1,2,3,2,7,1,3,1,2,2,1,1
2,12,2,8,40,5,1,2,0,1,1,3,6,2,1,2,4,2,1,1
2,12,1,9,40,2,5,2,0,1,1,1,3,2,3,4,2,2,1,2
4,12,4,10,40,4,5,2,1,2,4,4,7,1,2,1,1,1,2,2
4,13,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,13,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,13,4,2,40,5,2,3,0,1,4,3,3,3,1,4,2,2,2,1
3,13,0,3,40,1,5,1,1,3,1,4,4,1,2,2,4,2,2,1
1,13,1,4,40,2,1,2,0,2,3,2,5,2,1,2,1,2,1,1
1,13,1,5,40,1,5,1,1,3,2,2,6,3,3,2,4,2,1,1
3,13,0,6,40,3,3,1,0,3,1,1,7,2,3,3,1,2,2,1
2,13,0,8,40,5,1,4,0,3,4,2,6,2,1,3,3,2,1,1
2,13,2,9,40,5,5,4,1,3,2,4,7,3,2,4,3,1,1,2
1,13,2,10,40,2,1,2,1,2,3,2,1,3,2,3,3,2,2,2
4,14,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,14,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,14,4,2,40,5,2,3,0,1,4,3,3,3,1,4,2,2,2,1
3,14,0,3,40,1,5,1,1,1,1,4,4,2,1,2,4,1,1,1
4,14,1,4,40,2,1,4,0,1,4,2,5,1,1,1,1,1,2,2
4,14,1,5,40,1,1,3,0,3,4,4,6,2,1,3,3,1,1,2
2,14,0,6,40,4,5,2,1,2,3,3,7,2,2,3,3,1,1,2
3,14,1,8,40,3,3,2,1,1,2,2,4,2,3,4,4,2,1,1
3,14,0,9,40,5,4,1,1,3,3,2,2,1,1,4,4,2,2,2
4,14,4,10,40,5,3,4,1,2,3,4,3,2,3,1,2,2,1,1
4,15,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,15,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,15,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,2,2,1
3,15,0,3,40,1,5,1,0,1,1,4,4,1,2,2,4,2,1,2
3,15,1,4,40,2,1,3,0,2,1,2,5,3,1,4,2,2,1,1
3,15,2,5,40,2,2,4,1,2,1,4,6,3,3,2,2,2,1,1
4,15,3,6,40,4,2,2,0,3,2,4,7,1,2,3,4,2,2,2
3,15,3,8,40,3,3,2,1,2,3,4,2,2,3,2,3,2,2,2
2,15,0,9,40,5,2,3,0,3,3,3,7,3,1,1,4,2,1,1
1,15,0,10,40,5,3,4,1,3,1,1,4,3,2,1,1,2,2,2
4,16,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,16,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,16,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,2,2,2
3,16,0,3,40,1,5,1,1,3,1,4,4,2,1,2,4,2,2,1
2,16,1,4,40,2,1,3,1,2,1,1,5,1,3,1,3,1,1,1
1,16,3,5,40,5,4,4,1,3,2,4,6,3,3,3,2,1,2,2
1,16,3,6,40,5,1,1,0,1,3,4,7,1,2,1,4,2,1,1
1,16,4,8,40,1,4,1,1,2,3,2,2,1,3,4,4,1,1,2
3,16,0,9,40,2,1,1,1,2,4,3,7,2,2,2,2,2,1,2
2,16,2,10,40,5,3,3,0,2,2,3,5,1,3,1,3,1,2,2
4,18,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,18,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,18,4,2,40,5,2,3,0,1,4,3,3,3,1,4,2,2,2,2
3,18,0,3,40,1,5,1,1,3,1,4,4,2,1,2,4,1,2,1
1,18,1,4,40,2,1,4,0,2,4,1,5,2,2,2,3,1,1,1
2,18,0,5,40,4,4,2,1,1,1,2,6,2,2,2,2,1,1,1
2,18,4,6,40,2,1,1,0,2,3,1,7,3,2,3,4,1,1,1
2,18,1,8,40,2,5,4,1,2,3,1,2,2,1,1,2,1,1,1
1,18,4,9,40,5,5,3,0,2,4,2,6,3,3,2,3,2,1,1
2,18,1,10,40,2,3,1,0,3,2,1,3,3,3,1,2,2,1,2
4,20,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,20,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,20,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,1,1,2
3,20,0,3,40,1,5,1,1,2,1,4,4,3,3,2,4,2,2,2
2,20,1,4,40,2,1,3,1,2,3,1,5,2,3,4,3,2,1,1
4,20,0,5,40,2,3,3,1,3,2,1,6,1,1,2,4,2,1,1
2,20,1,6,40,1,2,1,1,1,1,2,7,1,2,1,4,1,2,1
3,20,3,8,40,3,3,4,0,3,2,1,4,3,1,1,2,1,1,2
2,20,1,9,40,3,3,3,1,3,3,3,1,3,2,1,4,2,2,1
4,20,4,10,40,1,1,2,1,2,4,4,3,3,3,4,3,1,2,2
4,21,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,21,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,21,4,2,40,5,2,3,0,1,4,3,3,3,1,4,2,1,1,2
3,21,0,3,40,1,5,1,1,3,1,4,4,2,2,2,4,1,1,2
1,21,1,4,40,2,1,4,0,2,3,4,5,1,1,3,4,2,2,1
3,21,1,5,40,5,2,3,0,2,2,2,6,1,2,3,1,1,1,2
3,21,3,6,40,4,3,4,0,1,3,4,7,1,1,4,1,2,2,2
2,21,4,8,40,5,1,2,1,2,3,4,3,1,1,1,1,1,2,2
4,21,2,9,40,3,4,2,0,3,3,2,7,1,2,2,1,2,2,2
2,21,0,10,40,3,2,3,0,3,3,2,6,1,2,3,1,1,1,2
4,22,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,22,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,22,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,1,2,1
3,22,0,3,40,1,5,1,1,3,1,4,4,3,2,2,4,1,1,1
4,22,1,4,40,2,1,2,0,1,1,4,5,2,2,2,3,2,1,2
4,22,0,5,40,2,1,4,0,1,3,4,6,2,2,3,1,2,2,2
1,22,3,6,40,3,5,2,0,2,2,1,7,3,3,1,1,2,2,1
4,22,0,8,40,3,3,4,1,2,1,3,4,2,1,2,1,2,2,2
2,22,4,9,40,5,5,3,0,3,3,4,7,3,2,3,4,1,1,2
1,22,2,10,40,2,4,4,1,3,1,2,1,2,1,3,4,1,2,2
4,24,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,24,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,24,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,1,1,1
3,24,0,3,40,1,5,1,1,1,1,4,4,2,2,2,4,2,1,2
3,24,1,4,40,2,1,4,1,1,3,2,5,1,3,1,4,1,1,2
1,24,4,5,40,3,5,1,0,2,4,2,6,3,1,1,1,2,1,1
4,24,3,6,40,1,3,3,1,1,3,3,7,2,2,1,1,1,1,1
4,24,3,8,40,5,2,3,1,1,4,1,5,2,1,2,2,1,1,2
1,24,4,9,40,1,3,2,0,2,1,3,7,2,3,3,1,2,2,1
1,24,3,10,40,5,3,1,1,2,3,2,2,1,1,2,1,2,1,1
4,26,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,26,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,26,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,2,2,2
3,26,0,3,40,1,5,1,1,3,1,4,4,1,1,2,4,2,1,2
2,26,1,4,40,2,1,4,1,1,1,2,5,3,2,4,1,1,2,2
2,26,0,5,40,5,1,2,0,2,3,4,6,3,1,4,2,1,2,2
4,26,4,6,40,3,4,3,0,3,2,2,7,1,2,4,1,2,1,1
1,26,0,8,40,4,5,3,1,2,1,4,2,2,2,2,3,1,2,1
4,26,4,9,40,1,2,4,0,3,3,2,4,2,2,2,2,1,1,2
4,26,1,10,40,3,3,3,1,1,3,2,3,3,2,2,3,1,2,1
4,27,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,27,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,27,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,2,1,1
3,27,0,3,40,1,5,1,1,1,1,4,4,3,1,2,4,2,1,2
3,27,1,4,40,2,1,3,0,3,4,1,5,1,3,2,3,2,2,1
4,27,3,5,40,3,5,1,1,1,4,1,6,2,2,3,3,1,2,1
3,27,0,6,40,1,2,4,1,2,3,4,7,1,3,2,3,2,2,2
3,27,4,8,40,4,4,1,0,1,1,4,3,3,2,4,1,2,2,1
1,27,4,9,40,1,2,3,1,3,3,4,3,3,3,1,2,1,1,1
2,27,1,10,40,2,1,3,1,3,2,2,1,2,2,1,2,1,2,2
4,28,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,28,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,28,4,2,40,5,2,3,0,1,4,3,3,3,1,4,2,1,2,2
3,28,0,3,40,1,5,1,1,3,1,4,4,3,2,2,4,1,2,2
3,28,1,4,40,2,1,4,1,3,1,4,5,2,3,4,3,1,1,2
2,28,4,5,40,3,1,4,0,2,3,4,6,2,3,1,4,2,1,1
3,28,2,6,40,5,1,2,0,1,2,3,7,1,1,4,3,2,1,1
4,28,2,8,40,4,3,2,1,3,2,1,1,1,2,3,4,2,1,2
3,28,0,9,40,4,2,4,1,1,1,3,3,3,2,3,2,2,1,1
4,28,2,10,40,2,5,2,0,1,1,4,1,2,2,1,1,2,2,1
4,30,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,30,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,30,4,2,40,5,2,3,0,1,4,3,3,3,1,4,2,1,1,2
3,30,0,3,40,1,5,1,1,3,1,4,4,2,3,2,4,2,2,2
4,30,1,4,40,2,1,1,0,1,4,3,5,3,1,3,1,2,1,2
2,30,0,5,40,5,4,3,0,2,2,2,6,2,1,3,4,2,2,2
4,30,4,6,40,4,5,2,1,1,2,4,7,2,3,3,1,1,2,1
4,30,1,8,40,5,2,1,0,3,2,4,4,1,2,3,3,2,2,2
3,30,4,9,40,1,2,3,0,1,4,1,6,2,3,2,1,1,2,2
3,30,0,10,40,3,3,3,0,1,3,2,4,3,1,2,4,1,2,2
4,33,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,33,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,33,4,2,40,5,2,3,0,1,4,3,3,3,1,4,2,1,2,1
3,33,0,3,40,1,5,1,1,2,1,4,4,2,1,2,4,2,2,1
3,33,1,4,40,2,1,4,0,3,3,3,5,3,2,3,2,1,1,1
3,33,4,5,40,3,1,1,0,1,3,3,6,2,3,1,3,2,2,2
2,33,2,6,40,2,1,1,0,3,4,2,7,2,2,3,2,1,1,2
3,33,3,8,40,3,5,1,1,1,4,1,5,2,1,1,3,1,1,1
4,33,0,9,40,2,3,2,0,3,2,3,7,3,1,3,1,1,2,2
2,33,1,10,40,1,5,1,1,1,4,2,3,3,3,1,3,1,1,1
4,36,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,36,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,36,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,1,1,1
3,36,0,3,40,1,5,1,1,3,1,4,4,3,2,2,4,1,2,1
1,36,1,4,40,2,1,4,0,3,1,2,5,1,2,1,4,2,2,1
3,36,0,5,40,1,1,3,1,3,3,1,6,3,2,3,4,2,1,1
4,36,3,6,40,3,1,3,1,2,1,1,7,2,1,3,4,2,1,1
3,36,0,8,40,4,1,4,0,3,1,2,6,1,3,4,2,1,2,2
1,36,4,9,40,4,4,4,0,1,2,4,1,1,3,4,1,1,2,2
2,36,0,10,40,4,2,2,1,1,1,3,6,2,1,2,4,2,1,2
4,39,2,0,40,3,3,2,0,2,3,1,1,1,3,1,1,1,1,1
2,39,3,1,40,4,4,4,1,3,2,2,2,2,2,3,3,2,2,2
1,39,4,2,40,5,2,3,1,1,4,3,3,3,1,4,2,2,1,2
3,39,0,3,40,1,5,1,0,2,1,4,4,1,2,2,4,2,1,2
